Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Chain Value Density,Daily Transactions,Difficulty,Fee Percentage,Two-Week Hash Growth,Hash Rate,Market Capitalization,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Money Supply,Output Value,Output Volume,Bitcoin Price,Quarterly Hash Growth,Total Transactions,Transaction Amount,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,UTXO Growth,UTXO Set Size,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money
1881.76,339829,726,462435,29626928424,118,102904.03,100300,43971662056,0.00102634,-5.4008,308516.1512,2907495752,4.22,1.77,627078.98,2964.63209,13745725,301552883.3,1425647.141,211.52,19.804,57372060,15.80696514,14.63209011,595,3343.49,850,0.8321,18018,16520149,176.01,0.103717,6.69234,20.0489
1876.87,339978,574,335909,29676978910,149,106877.98,93417,43971662056,0.000920627,-3.99832,309765.2045,3024879000,4.74,1.84,822319.73,3737.816967,13749450,306281285.3,1392187.661,220,19.4541,57465477,17.30533612,12.81696748,572,3807.17,627,0.8321,4411,16524560,183.06,0.101255,6.71291,20.0997
1857.69,340113,627,407537,29731996424,135,112701.35,95623,43971662056,0.0011275,-4.00113,304768.9915,3195606417,4.88,1.95,787404.06,3388.724636,13752825,282840846,1217252.737,232.36,15.1579,57561100,12.9616723,13.72463626,646,3011.77,708,0.8329,-11960,16512600,193.53,0.0885103,6.74117,20.1477
1709.85,340237,696,397331,29781265521,124,112549.95,94202,43971662056,0.00134531,-3.2783,300085.0419,3196601852,4.96,1.95,723619.17,3113.947724,13755925,240919941,1036749.897,232.38,13.885,57655302,11.60008172,13.94772383,576,2695.63,760,0.8322,16996,16529596,193.39,0.0753685,6.75646,20.182
1649.34,340363,684,361301,29826789495,126,119132.27,80759,43971662056,0.000947048,-3.13446,296337.8821,3388722582,6.21,2.06,778558.58,3161.145733,13759075,289853869.4,1176880.383,246.29,12.9412,57736061,12.92448616,11.14573254,617,3183.17,641,0.832,7644,16537240,204.91,0.0855357,6.77703,20.2073
1575.92,340488,678,453766,29883510252,125,120990.31,85954,43971662056,0.00141721,-4.46021,287594.5094,3448119210,5.91,2.08,786287.02,3138.24395,13762200,234137193.7,934492.8902,250.55,6.92792,57822015,11.66396608,13.24394967,776,2922.41,688,0.8256,131344,16668584,206.85,0.0679038,6.76473,20.2387
1522.98,340615,683,495645,29946457134,127,132052.16,108022,43971662056,0.000752128,-6.01081,282286.0331,3771299789,5.04,2.28,874243.75,3191.019984,13765375,583538908,2129937.249,273.97,6.04441,57930037,20.98052247,16.0199841,661,5748.03,851,0.8262,-8397,16660187,226.35,0.154733,6.85693,20.3596
1534.99,340764,583,380240,30003112966,149,126010.96,99414,41272873895,0.00122406,-1.79529,289110.5578,3605576526,5.27,2.18,979091.61,3738.988807,13769100,299256248,1142810.082,261.86,8.57227,58029451,11.49313638,13.98880719,636,3009.59,667,0.8266,-1894,16658293,216.45,0.0829992,6.87976,20.3704
1550.41,340928,524,272951,30047876905,164,115690.33,85251,41272873895,0.00123736,-2.8794,290651.3892,3315209240,5.73,2,989660.98,4111.595247,13773200,225555240.7,937080.3517,240.7,7.19628,58114702,9.3171066,11.59524688,548,2242.63,520,0.8274,-11964,16646329,199.16,0.0680373,6.89456,20.3873
1538.16,341092,526,289398,30095338205,164,111375.64,92448,41272873895,0.00125996,-2.44434,296563.907,3196609146,5.05,1.93,954182.69,4112.501888,13777300,230217121.3,992229.6408,232.02,6.46687,58207150,11.43142996,12.50188755,537,2652.32,564,0.8265,23086,16669415,191.76,0.0720201,6.87176,20.4181
1554.82,341230,621,309094,30137993128,138,109793.08,79874,41272873895,0.00124397,-2.83489,298290.7743,3155653943,5.85,1.9,792533.93,3460.997977,13780750,202448336.4,884092.4773,228.99,6.69527,58287024,10.19436477,10.99797737,562,2334.41,579,0.8256,22814,16692229,189.05,0.064155,6.87928,20.4389
1571.79,341396,520,313585,30190048209,166,107080.07,86797,41272873895,0.00158316,-0.0196525,307599.8577,3082992885,5.22,1.85,930960.45,4162.577484,13784900,177677387.4,794443.9408,223.65,7.08842,58373821,8.80094487,12.57748445,628,1968.33,523,0.8216,84878,16777107,183.75,0.0576324,6.89965,20.4615
1558.8,341551,555,299110,30236410333,155,106893.33,78312,41272873895,0.00151657,1.06054,313997.127,3082342764,5.83,1.84,868704.77,3886.126753,13788775,164004612.8,733670.094,223.54,8.35159,58452133,10.11167022,11.12675333,596,2260.36,505,0.8195,48570,16825677,183.19,0.0532086,6.87321,20.4751
1585.78,341710,544,312260,30286059717,159,110120.28,87349,41272873895,0.00123601,3.08864,320942.2615,3180608150,5.34,1.9,919555.01,3987.662676,13792750,236242355.7,1024468.151,230.6,8.45287,58539482,12.7543759,12.66267626,594,2941.16,549,0.8197,11,16825688,189.02,0.0742768,6.86161,20.5092
1527.93,341837,677,403597,30337316565,127,109239.5,91505,41272873895,0.00101434,1.93765,314494.1064,3160508458,5.05,1.88,730346.27,3188.032097,13795925,294328539.9,1284772.534,229.09,6.56151,58630987,13.82872861,13.03209706,608,3168.02,721,0.8195,8785,16834473,187.74,0.0931279,6.88453,20.5621
1459.06,341996,543,304819,30385782807,159,107920.43,89049,41272873895,0.00104101,1.05351,313028.6167,3127333338,5.14,1.86,903607.01,3987.322425,13799900,268245879.1,1183681.401,226.62,6.11243,58720036,12.77707212,12.32242544,561,2895.54,560,0.8189,16754,16851227,185.58,0.0857755,6.91239,20.5857
1403.39,342155,538,301973,30433796480,159,104090.52,87707,41272873895,0.000977738,2.22927,311563.1269,3021116083,5.05,1.8,872648.77,3987.246511,13803875,274127159.9,1252522.891,218.86,7.75504,58807743,13.12746812,12.24651138,557,2873.08,552,0.8195,-6059,16845168,179.36,0.0907379,6.94175,20.6082
1457.13,342332,489,258793,30479602832,177,105497.04,84886,41272873895,0.00124713,7.63414,322993.9472,3066547264,5.31,1.82,985279.04,4436.595099,13808300,206475217.2,929733.507,222.08,10.7897,58892629,10.65113112,11.59509943,553,2365.4,480,0.8174,47120,16892288,181.53,0.0673323,6.9654,20.6257
1414.85,342491,544,285232,30524954761,159,107799.92,85927,41272873895,0.00185222,8.30281,320942.2615,3138148880,5.36,1.86,905801.12,3986.800712,13812275,144749458.5,637101.4901,227.2,9.12164,58978556,7.57915406,11.80071189,536,1721.98,540,0.8174,6206,16898494,185.71,0.0461266,6.97025,20.6012
1406.41,342623,650,409999,30579074654,132,105915.15,83439,41272873895,0.0018688,9.25139,314201.0085,3088748103,5.44,1.81,740430.42,3311.850527,13815575,141769018.1,634114.676,223.57,7.50405,59061995,7.49279887,11.85052659,829,1675.17,632,0.8107,143266,17041760,181.25,0.0458994,6.94619,20.6028
1420.53,342784,538,369962,30638638460,161,104330.61,105056,44455415962,0.00171172,12.8026,318425.92,3048465564,4.18,1.79,891175.45,4039.963041,13819600,192825633.2,874135.8773,220.59,10.8917,59167051,8.73657959,14.96304105,602,1927.2,653,0.8111,-4660,17037100,178.92,0.0632544,6.95785,20.6246
1432.54,342928,598,390984,30694940195,144,103783.88,102246,44455415962,0.0017111,12.989,326663.0886,3038062896,4.29,1.78,794325.99,3614.18686,13823200,182217913.5,829092.3355,219.78,12.7663,59269297,8.61361821,14.18685974,586,1893.1,710,0.811,7709,17044809,178.24,0.0599793,6.93024,20.6213
1434.52,343086,544,353265,30750756117,158,103856.13,98718,44455415962,0.0016672,13.5177,329940.904,3045706331,4.47,1.79,873301.73,3964.687545,13827150,194047893.3,880954.7069,220.27,14.9018,59368015,9.23290572,14.68754513,591,2033.73,625,0.8108,9805,17054614,178.59,0.063713,6.87818,20.6295
1397.69,343205,697,423162,30801112409,119,104217.14,88377,44455415962,0.00169966,8.2082,320906.4712,3061298169,5.06,1.79,661318.96,2987.661885,13830125,164895506,744953.7202,221.35,11.3195,59456392,8.32296708,12.66188486,602,1842.29,743,0.8074,75120,17129734,178.72,0.0538655,6.86084,20.6349
1326.08,343351,584,512476,30875933853,146,111175.39,113935,44455415962,0.0017077,5.64193,315120.1394,3273624516,4.11,1.89,867894.52,3667.573192,13833775,243511390,1029037.314,236.64,10.7165,59570327,9.64306205,17.57319217,732,2281.93,780,0.7986,193655,17323389,188.98,0.0743871,6.8766,20.6564
1337.71,343511,527,418558,30942903183,160,118028.89,100639,44455415962,0.00207115,3.7157,319029.3521,3482967968,5,2.01,1010656.35,4015.321202,13837775,186189416.1,739727.5172,251.7,12.0899,59670966,7.43191626,15.32120238,730,1870.61,629,0.7995,-15020,17308369,201.23,0.0534582,6.87495,20.6516
1254.79,343651,619,462761,31007689702,140,112167.21,82240,44455415962,0.00189556,3.35707,324538.2363,3316923141,5.93,1.9,841939.95,3513.35316,13841275,168809749.9,704430.6037,239.64,14.3645,59753206,9.23684232,13.35316022,974,2213.52,587,0.7941,120811,17429180,190.3,0.0508944,6.86446,20.6282
1219.73,343808,532,404780,31071240164,157,109736.12,103609,44455415962,0.00210653,0.726978,323275.4416,3251683672,4.52,1.86,925383.9,3940.151156,13845200,168918663.1,719231.2999,234.86,10.8748,59856815,6.98135889,15.15115571,651,1639.64,660,0.7922,46684,17475864,186.06,0.0519492,6.84311,20.6292
1196.04,343957,567,451624,31138532199,149,112601.73,104223,44455415962,0.00200607,3.29412,324853.935,3343822941,4.62,1.9,903299.09,3741.143487,13848925,194298503.4,804715.2762,241.45,11.7959,59961038,7.9792807,16.14348698,676,1926.6,699,0.7883,91217,17567081,190.34,0.0581079,6.82851,20.6458
1150.91,344124,513,352799,31197449695,167,110718.8,104124,44455415962,0.00175363,4.68539,327695.223,3294128649,4.55,1.87,996267.62,4189.695175,13853100,199261623.7,837973.1012,237.79,13.2751,60065162,8.1917546,14.69517531,570,1947.92,623,0.7883,6344,17573425,187.45,0.060491,6.81497,20.6645
1177.32,344290,518,315134,31249761939,166,111463.97,93881,44455415962,0.00191383,9.94018,342533.0607,3321859970,5.14,1.88,998076.05,4163.507638,13857250,169189086.2,705777.9332,239.72,21.3254,60159043,7.63163769,13.50763762,579,1829.46,566,0.7882,7081,17580506,188.95,0.050933,6.7696,20.6751
1200.05,344448,547,384270,31310476610,158,112802.14,99386,44455415962,0.00190263,7.22227,346321.4447,3368271600,4.89,1.91,963547.44,3965.215788,13861200,194328991.5,799707.7838,243,20.659,60258429,7.31495337,15.21578848,672,1777.53,629,0.7895,-23922,17556584,191.85,0.0576951,6.76918,20.687
1154.27,344590,607,403625,31367791418,142,113278.37,88320,44455415962,0.0021385,6.13712,340638.8686,3388683548,5.6,1.92,870828.37,3562.98177,13864750,148365727.9,607036.2421,244.41,19.3226,60346749,7.67479563,12.98177024,775,1875.8,622,0.7873,52953,17609537,192.42,0.0437836,6.7668,20.6887
1204.68,344741,565,357737,31421809692,151,110055.27,84779,46684376317,0.0026492,10.2803,346501.7162,3297935245,5.69,1.86,900646.56,3787.411929,13868525,111410269.4,468504.0764,237.8,20.7122,60431528,5.52823018,12.41192904,696,1314.61,561,0.7851,54653,17664190,186.7,0.0337827,6.74052,20.6885
1157.43,344883,604,413581,31480538263,142,110492.62,104654,46684376317,0.00170299,8.03578,344013.9383,3317229295,4.55,1.87,852461.56,3564.845738,13872075,208456376.3,871728.2495,239.13,22.5331,60536182,8.07547394,14.84573761,584,1931.09,737,0.7844,19879,17684069,187.57,0.0628416,6.73436,20.7163
1143.84,345012,665,428245,31535781845,129,109987.91,103282,46684376317,0.00201785,4.00376,339741.8915,3307871520,4.6,1.86,772228.26,3239.212489,13875300,167910871.7,704324.1264,238.4,21.5069,60639464,6.71226127,14.21248871,561,1600.2,801,0.7845,2604,17686673,187.02,0.050762,6.70688,20.7061
1160.21,345171,544,348569,31591204308,159,109407.18,103414,46684376317,0.00183236,2.96786,339733.0954,3296189020,4.58,1.85,947573.89,3989.952778,13879275,193797921.8,816025.6085,237.49,21.1318,60742878,7.87833282,14.95277841,573,1871.03,650,0.7847,-239,17686434,186.36,0.0587956,6.69293,20.6812
1139.05,345321,576,366383,31646161743,150,108676.29,101372,46684376317,0.00120499,5.03255,337056.2499,3279864656,4.66,1.84,889290.19,3764.191287,13883025,278230925.9,1177697.041,236.25,17.6562,60844250,10.61584431,14.19128681,579,2507.99,676,0.7847,5630,17692064,185.39,0.084831,6.67887,20.7101
1074.99,345473,562,385426,31704746555,152,116028.19,103737,46684376317,0.00098603,7.1236,337568.0489,3508228600,4.86,1.97,963695.5,3814.651859,13886825,375390344.6,1485929.401,252.63,17.4828,60947987,13.97368037,14.6518585,682,3530.17,682,0.7851,-4763,17687301,198.34,0.107004,6.71353,20.7694
1086.88,345615,599,437200,31766828970,142,117949.31,88113,46684376317,0.00215627,6.51551,339815.7511,3573298969,5.9,2,916670.87,3563.346429,13890375,159223706.4,618945.4086,257.25,16.1821,61036100,7.39006511,13.3464288,1053,1901.09,621,0.7837,37576,17724877,201.61,0.0445603,6.68433,20.7655
1071.7,345755,619,393731,31821951309,140,116053.25,88080,46684376317,0.00105784,3.58377,336168.9479,3521958374,5.82,1.97,890730.89,3513.869951,13893875,332361015.5,1311140.54,253.49,16.8794,61124180,13.10969364,13.86995052,796,3323.18,629,0.7821,39180,17764057,198.25,0.0943692,6.68316,20.797
1099.99,345913,546,414736,31887479519,158,122460.64,107182,46684376317,0.00081801,5.62924,341473.3889,3724061187,4.97,2.08,1062656.18,3965.726912,13897825,515170546,1922565.107,267.96,16.759,61231362,18.51233737,15.72691221,679,4960.57,678,0.7827,-7633,17756424,209.73,0.138337,6.7196,20.8891
1114.18,346071,536,404304,31951359537,158,127675.08,110646,46684376317,0.0014446,8.07555,351087.6882,3890411734,5.01,2.18,1109771.55,3965.594237,13901775,302088522.1,1079465.864,279.85,22.6683,61342008,9.8265974,15.59423702,638,2749.97,700,0.784,-24293,17732131,219.4,0.0776506,6.71086,20.8834
1086.74,346211,600,402945,32007771854,140,125700.99,98962,46684376317,0.0016064,5.21626,344788.6645,3837021584,5.58,2.15,969817.48,3514.595505,13905275,250710480.2,908568.8201,275.94,19.9947,61440970,9.35328111,14.59550501,666,2580.94,707,0.7842,-1290,17730841,216.39,0.0653409,6.69547,20.8714
1046.1,346343,650,462584,32068832903,132,124449.98,97656,46684376317,0.00140251,-1.08366,338821.1684,3806081549,5.62,2.13,907092.43,3314.790526,13908575,288580614.9,1054560.99,273.65,17.1167,61538626,10.50521068,14.79052555,703,2874.75,740,0.786,-34632,17696209,215.09,0.075822,6.68909,20.8929
1057.52,346491,585,391392,32126758848,148,124063.39,93809,46684376317,0.00199325,-2.54861,337495.0581,3801111776,5.86,2.13,1015380.89,3716.34906,13912275,224096445.7,820205.1303,273.22,19.1326,61632435,9.50549825,16.34905981,725,2597.09,634,0.7878,-35512,17660697,215.24,0.0589567,6.70288,20.9021
1030.04,346631,615,387377,32180991614,140,125141.47,91274,46684376317,0.00112233,-1.11757,336832.003,3840614742,6.1,2.15,969561.67,3513.031891,13915775,320461659.7,1161135.04,275.99,23.2456,61723709,18.43977584,13.03189139,677,5089.19,652,0.7856,53303,17714000,216.82,0.0834411,6.7254,20.8021
1011.21,346787,555,361708,32237418034,156,124513.73,90190,47427554951,0.00060175,-1.0222,342959.7588,3828049822,6.15,2.14,1076276.72,3913.591223,13919675,621138758,2258604.262,275.01,21.4416,61813899,39.97947405,13.59122266,721,10994.76,578,0.7835,52481,17766481,215.47,0.162261,6.76678,20.8428
997.666,346931,590,446226,32301674602,144,129504.95,106936,47427554951,0.00138996,-1.4347,339078.3557,3989435986,5.33,2.23,1036109.5,3616.059395,13923275,331047047.1,1155366.095,286.53,21.0414,61920835,10.48686078,16.05939481,667,3004.8,743,0.7841,-9647,17756834,224.67,0.0829821,6.76539,20.8549
975.892,347083,571,390937,32361097051,152,131960.41,102139,47427554951,0.00135113,-0.544677,337891.3945,4072555272,5.72,2.28,1115501.94,3814.725183,13927075,318686909.5,1089825.968,292.42,17.4028,62022974,12.22054028,14.72518342,682,3573.53,672,0.7855,-27489,17729345,229.7,0.0782534,6.74685,20.8178
969.272,347237,553,426797,32426823774,154,132932.13,103459,47427554951,0.00176784,1.06332,343345.5398,4110876658,5.69,2.3,1140758.62,3865.798962,13930925,263713919.6,893672.8442,295.09,19.0628,62126433,9.08211949,15.79896189,714,2680.04,672,0.788,-49935,17679410,232.53,0.0641514,6.75045,20.8058
963.708,347368,663,435726,32483903943,131,132662.27,93612,47427554951,0.00128607,1.97271,343705.3855,4109752948,6.34,2.31,969885.81,3288.417337,13934200,307702505.8,1043271.532,294.94,20.9754,62220045,11.09120055,13.41733652,708,3271.24,715,0.7903,-47070,17632340,233.09,0.0748723,6.75483,20.8003
980.215,347514,591,377816,32539065067,146,129278.61,97226,47427554951,0.00147325,1.84994,343812.8685,4011731366,5.94,2.25,1054573.01,3663.874556,13937850,271064544,941752.2288,287.83,19.9339,62317271,9.33907416,13.87455625,634,2688.07,666,0.7902,6913,17639253,227.44,0.067569,6.77112,20.8059
958.781,347645,660,402864,32591840283,131,126852.48,91341,47427554951,0.00155754,0.501667,341520.4937,3942828973,6.24,2.2,929785.75,3287.553035,13941125,227936042.5,805940.3241,282.82,17.3891,62408612,9.76881209,12.55303518,617,2762.82,697,0.7873,68258,17707511,222.66,0.0578112,6.78202,20.8163
935.23,347788,599,344301,32641075321,143,126389,83403,47427554951,0.00206869,0.289461,337142.0259,3934357658,6.87,2.19,1011984.24,3586.815909,13944700,161149081.9,571167.0868,282.14,18.4284,62492015,6.92120799,11.81590892,660,1952.75,583,0.784,78490,17786001,221.2,0.0409603,6.75802,20.8098
904.702,347927,621,431766,32701090767,139,130075.13,105729,47427554951,0.00159992,-1.7616,335457.9998,4056547735,5.47,2.25,1015067.03,3490.24183,13948175,277058665.4,952648.1634,290.83,17.7194,62597744,9.13608131,15.24183049,639,2657.05,761,0.7836,15111,17801112,227.89,0.0683002,6.7534,20.8451
884.788,348055,661,416815,32754443071,128,128352.18,99828,47427554951,0.00186751,-6.75416,327374.6745,4009346148,5.76,2.22,923751.89,3214.391695,13951375,221460852.7,770620.2682,287.38,16.835,62697572,7.23841995,14.39169527,561,2080.18,780,0.7829,18404,17819516,224.99,0.0552372,6.72727,20.857
886.817,348208,561,372117,32811377014,153,118210.41,98461,47427554951,0.000957129,-5.14831,327037.8692,3698965312,5.39,2.05,1017764.66,3839.751992,13955200,408526669.6,1541261.109,265.06,19.226,62796033,16.29629562,14.75199154,679,4319.5,644,0.7838,-14505,17805011,207.75,0.110445,6.754,20.7693
880.535,348346,626,455230,32874198765,138,114959.37,106909,47427554951,0.00151951,-2.7819,329395.5058,3604123430,4.8,2,895053.69,3466.513148,13958650,280591996.5,1086723.457,258.2,20.8217,62902942,13.18683763,16.51314794,649,3404.84,775,0.7849,-20995,17784016,202.66,0.0778542,6.76706,20.7654
825.438,348481,641,407765,32929247102,135,115741.94,102333,47427554951,0.00197266,-3.49765,325690.6484,3634733968,5.08,2.02,882779.92,3391.003407,13962025,211191516.5,811245.4059,260.33,21.2111,63005275,7.95679919,16.00340687,592,2071.39,758,0.7843,18590,17802606,204.18,0.0581049,6.77256,20.7685
840.545,348632,570,355349,32982904789,151,115433.93,96350,47427554951,0.00208443,-1.30785,332426.7528,3630968342,5.41,2.01,985031.84,3788.729709,13965800,171246561.3,658665.9535,259.99,25.1491,63101625,7.16813909,13.72970945,602,1863.64,638,0.7815,68683,17871289,203.18,0.0471638,6.7486,20.7693
804.358,348774,604,386425,33037777148,142,117692.29,90151,46717549645,0.0026158,-3.37818,331373.9723,3708163958,5.94,2.04,945804.73,3563.024019,13969350,132163374.9,497884.2529,265.45,22.0446,63191776,5.47207954,13.02401881,684,1452.56,635,0.7792,55453,17926742,206.84,0.0356421,6.71134,20.7697
764.803,348919,595,406189,33096674550,145,117734.69,102477,46717549645,0.00195792,-1.89179,332663.7021,3716112701,5.18,2.04,968621.42,3642.118523,13972975,232521897.1,874306.8136,265.95,21.8897,63294253,8.37982348,17.11852338,629,2228.61,707,0.7783,26354,17953096,206.99,0.0625725,6.67997,20.8021
775.188,349092,498,292376,33147255582,173,110609.77,92815,46717549645,0.00141864,2.68023,346947.6573,3496561368,5.43,1.92,1085355.34,4338.644613,13977300,240603068.8,961796.7254,250.16,23.9421,63387068,9.00836696,13.64461309,611,2253.53,537,0.7785,1822,17954918,194.75,0.0688123,6.69374,20.8177
762.836,349254,531,318175,33198799879,162,108708.06,98394,46717549645,0.00148375,1.69408,349162.0875,3441788930,5.01,1.89,1000926.92,4065.998778,13981350,265432285.4,1078247.9,246.17,21.2145,63485462,11.20654228,15.99877818,588,2758.71,607,0.7781,14591,17969509,191.54,0.0771216,6.70698,20.849
752.28,349402,584,367855,33253242453,148,110071.41,101586,46717549645,0.00145774,2.35042,351783.9119,3490668480,4.91,1.91,927156.15,3714.567913,13985050,249433591.7,999333.3001,249.6,20.3683,63587048,10.3053795,14.56791258,565,2572.22,686,0.7779,8883,17978392,194.16,0.0714583,6.72495,20.8785
767.528,349573,500,296819,33303998486,171,109012.3,98534,46717549645,0.00140258,5.59427,363046.7043,3462357938,5.03,1.89,1061482.74,4288.819159,13989325,243850728.8,985255.4699,247.5,22.1146,63685582,9.77492661,13.81915901,543,2419.29,576,0.7771,24662,18003054,192.33,0.0704301,6.74593,20.8839
741.391,349721,575,347179,33355380991,148,110909.86,89091,46717549645,0.00200393,5.78869,361290.0609,3528061393,5.72,1.93,936097.2,3712.756126,13993025,160491295.6,636541.846,252.13,17.4287,63774673,6.94290165,12.75612589,673,1750.51,602,0.7756,38556,18041610,195.55,0.0454908,6.74085,20.8676
780.255,349874,551,357333,33410053014,153,107125.69,92048,46717549645,0.00226598,8.24502,364939.4555,3413271841,5.34,1.85,935972.83,3838.156431,13996850,141583295.9,580592.5363,243.86,18.6148,63866721,6.21008081,13.15643078,650,1514.39,602,0.7727,73153,18114763,188.43,0.0414812,6.723,20.874
783.919,350016,607,409738,33468235773,142,108607.09,104273,46717549645,0.00179498,8.49172,363944.166,3466499040,4.73,1.88,882703.6,3565.038765,14000400,207441914.7,837810.6408,247.6,17.2609,63970994,8.4368846,15.03876519,611,2088.97,734,0.7726,5814,18120577,191.3,0.059843,6.70454,20.8866
755.049,350166,576,399183,33528113148,150,107158.91,114827,46717549645,0.00192652,8.8397,356313.6138,3426395381,4.21,1.86,921487.49,3766.246347,14004150,206326004.2,843282.8061,244.67,14.4348,64085821,7.2773357,16.24634701,566,1780.55,766,0.7717,25864,18146441,188.81,0.0602178,6.69559,20.8877
705.063,350298,651,476815,33591052790,132,107263.17,120880,46717549645,0.00156383,5.90844,346360.7195,3436167560,3.99,1.86,813714.1,3317.08491,14007450,267998202.5,1092487.883,245.31,10.0549,64206701,9.13403459,17.08490971,557,2240.67,916,0.7714,12267,18158708,189.23,0.0779946,6.73776,20.9115
698.486,350464,520,359762,33650773261,166,109759.11,109922,46717549645,0.0019924,6.96335,352332.4561,3522376124,4.54,1.91,1047136.6,4165.386866,14011600,194139071.5,772262.5066,251.39,10.1916,64316623,6.75249598,15.38686564,574,1697.51,662,0.7711,11259,18169967,193.85,0.055117,6.73758,20.9075
666.715,350610,590,420744,33712201952,146,110594.65,106104,46717549645,0.00200423,5.63348,344038.3776,3555668925,4.76,1.93,929893.56,3665.327409,14015250,194013586,764736.2474,253.7,6.21459,64422727,7.12460201,15.32740854,669,1807.51,727,0.7722,-20395,18149572,195.91,0.0545657,6.72699,20.8999
650.196,350763,566,329334,33762590097,153,110172.37,87758,46717549645,0.00309507,3.99199,345697.1933,3547386738,5.83,1.91,971244.09,3838.302582,14019075,108752994.4,429785.7826,253.04,5.97879,64510485,4.75739187,13.30258188,592,1203.81,574,0.7698,62783,18212355,194.79,0.0306582,6.67999,20.8777
627.795,350911,581,383802,33819392850,148,112125.03,96669,49446390688,0.00322249,4.68729,346906.4362,3616333445,5.35,1.94,958087.49,3715.101362,14022775,120849711.7,468609.5301,257.89,6.65383,64607154,4.89274937,15.10136188,644,1261.79,653,0.7672,66301,18278656,197.85,0.0334188,6.63027,20.8544
619.333,351037,672,459737,33877319767,126,111098.87,105403,49446390688,0.00217207,3.41974,344039.9516,3589374467,4.83,1.93,810152.54,3165.771342,14025925,185811912.9,726083.0483,255.91,5.49174,64712557,6.63063309,15.77134239,569,1696.85,837,0.767,7267,18285923,196.28,0.0517683,6.59579,20.87
630.8,351189,570,408936,33939477996,152,110214.58,113367,49446390688,0.00196542,0.202161,347649.0517,3567338176,4.44,1.91,970374.12,3816.31382,14029725,211050678.6,830025.8725,254.27,7.74255,64825924,7.56278375,16.31382022,602,1922.99,746,0.7672,1182,18287105,195.08,0.0591631,6.56243,20.8898
631.127,351314,684,456496,33996540004,125,106812.24,109473,49446390688,0.00177425,-0.404692,347749.0565,3463026723,4.47,1.86,775145.29,3141.037716,14032850,223064419.2,903899.9074,246.78,9.53711,64935397,7.83495002,16.03771619,573,1933.51,876,0.7668,13730,18300835,189.23,0.0644143,6.52613,20.9174
621.374,351447,644,443414,34055514094,133,104081.09,116597,49446390688,0.00213615,-3.5265,339378.2499,3380332025,4.08,1.81,805311.7,3343.901108,14036175,213087084.5,884802.9085,240.83,9.38646,65051994,7.52304264,18.90110829,608,1811.77,877,0.7664,14181,18315016,184.57,0.0630387,6.49764,20.9329
625.525,351599,571,363692,34110795347,152,102101.96,109789,49446390688,0.00273767,-5.15975,344314.4026,3321436886,4.27,1.78,905440.91,3827.369955,14039975,236505590,999727.734,236.57,12.5479,65161783,9.79656873,27.3699549,543,2317.57,722,0.7656,23001,18338017,181.12,0.0712078,6.4981,20.9369
628.828,351739,618,393068,34165824808,140,101881.03,100336,49446390688,0.00269841,-5.14145,342714.5102,3319596621,4.71,1.77,831295.49,3516.775927,14043475,146952895.7,621680.7501,236.38,13.8508,65262119,6.27261696,16.77592743,612,1482.72,717,0.7627,74554,18412571,180.29,0.0442695,6.45325,20.9228
590.906,351867,675,373567,34213641444,128,101774.74,86731,49446390688,0.00289172,-8.01442,335691.6719,3320774437,5.52,1.76,759831.43,3214.040986,14046675,114787592.7,485544.5739,236.41,11.771,65348850,5.56749559,14.04098606,600,1316.21,678,0.7599,71286,18483857,179.65,0.0345675,6.41275,20.924
586.786,352023,550,417189,34278722957,156,97904.81,116446,49446390688,0.00181519,-4.86839,346225.9294,3200580479,3.86,1.7,892348.95,3917.419349,14050575,218593596.8,959627.7134,227.79,17.6056,65465296,8.50004364,17.41934865,582,1936.22,746,0.7601,490,18484347,173.14,0.0682994,6.35319,20.9572
557.49,352172,580,391599,34337071192,149,94592.67,108900,49446390688,0.00164409,-3.12677,345172.5036,3097567720,4.02,1.64,824475.98,3740.816595,14054300,212027738.1,962013.3308,220.4,15.3387,65574196,9.21069117,15.8165952,618,2030.04,731,0.7599,9577,18493924,167.48,0.0684509,6.24617,20.9766
556.57,352294,713,449817,34391948872,122,95156.55,108099,49446390688,0.00191364,-0.647199,344119.0779,3121012847,4.08,1.65,680630.07,3065.625054,14057350,181277561,816492.0323,222.02,13.1991,65682295,7.39512237,15.62505405,546,1641.87,886,0.7599,3868,18497792,168.71,0.058084,6.12205,20.9809
539.903,352432,624,366456,34442519811,138,97711.31,99665,49446390688,0.00121861,-1.83283,345874.7874,3209518208,4.58,1.7,790704.31,3464.05114,14060800,263191459.6,1153033.644,228.26,12.6651,65781960,11.34186262,14.05114033,555,2588.89,722,0.7595,16108,18513900,173.36,0.0820044,6.06345,21.0023
516.342,352558,680,417403,34495112534,126,95617.63,101114,49446390688,0.00127295,-2.1199,336745.0976,3145543057,4.42,1.66,707761.56,3164.452992,14063950,253938177.2,1135375.915,223.66,9.45354,65883074,11.03010248,14.45299191,560,2466.99,802,0.7587,22561,18536461,169.69,0.0807305,6.06562,21.0192
