Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Chain Value Density,Daily Transactions,Difficulty,Fee Percentage,Two-Week Hash Growth,Hash Rate,Market Capitalization,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Money Supply,Output Value,Output Volume,Bitcoin Price,Quarterly Hash Growth,Total Transactions,Transaction Amount,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,UTXO Growth,UTXO Set Size,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money
58400.8,68784,491,805,22309312,173,8082.42,421,182,0.000306362,847.195,0.001624375,171960,0.45,0.18,432.51,8650.13,3439200,2121.67,42433.39,0.05,1863.75,87090,53.73760915,0.13,207,2.69,2,59.8091,-18,57503,2.99,0.0123382,1.55252,1.85198
66500.5,68956,480,796,22446201,172,12885.14,420,182,0.0040671,969.128,0.001816172,275824,0.73,0.29,688.06,8600.79,3447800,1553.87,19423.36,0.08,2052.74,87510,39.31491492,0.79,201,3.15,2,59.9305,27,57530,4.79,0.00563378,1.54743,1.85299
72133.5,69130,494,800,22585455,174,14442.76,508,182,0.000112296,1011.56,0.001928744,311085,0.65,0.33,783,8700.05,3456500,4007.25,44525.04,0.09,2161.81,88018,68.66987678,0.05,207,6.18,3,59.9036,171,57701,5.39,0.0128816,1.55222,1.86121
70182.8,69311,477,1091,22782880,181,12760.08,604,182,0,981.53,0.001941541,277244,0.48,0.29,724,9050,3465550,2510.9,31386.29,0.08,2006.8,88622,47.42264521,0,242,3.79,3,59.8954,159,57860,4.79,0.00905665,1.55488,1.86366
70460.4,69518,418,604,22907871,207,12728.36,454,182,0,1015.06,0.002024373,278072,0.66,0.29,828,10350,3475900,2166.56,27082.02,0.08,2093.14,89076,52.74344066,0,196,4.22,2,59.9293,140,58000,4.79,0.00779137,1.5518,1.8659
70564.1,69694,487,572,23008621,176,9528.53,397,182,0,1047.8,0.002052438,209082,0.58,0.22,528,8800,3484700,2326.44,38774.03,0.06,2117.74,89473,156.9340999,0,187,9.42,2,59.8478,226,58226,3.59,0.0111269,1.55789,1.87232
53328.5,69888,446,531,23111622,194,9512.47,414,182,4.73E-05,767.767,0.00165048,209664,0.55,0.22,582,9700.01,3494400,1269.48,21157.98,0.06,1672.53,89887,59.3259705,0.01,180,3.56,2,59.7844,224,58450,3.59,0.00605483,1.55622,1.87317
50726.4,70077,454,1520,23398815,189,7850.94,889,182,0,755.513,0.00167116,175192.5,0.19,0.18,472.5,9450,3503850,2171.57,43431.45,0.05,1725.65,90776,186.1497278,0,283,9.31,5,59.8243,119,58569,2.99,0.0123954,1.55988,1.88052
59335.8,70308,369,3224,24143625,231,7633.82,1822,182,0.00621406,758.892,0.001747415,175770,0.08,0.18,577.65,11552.91,3515400,2341.32,46826.36,0.05,1816.68,92598,81.39008979,2.91,586,4.07,8,59.9488,71,58640,3,0.0133212,1.56318,1.88766
61771.3,70551,353,1003,24387394,243,9100.37,470,182,0.00172396,529.802,0.001836596,211653,0.48,0.22,729.09,12151.5,3527550,5220.46,87007.6,0.06,1862.53,93068,97.21180477,1.5,239,5.83,2,60.8282,-648,57992,3.65,0.0246656,1.58149,1.90582
70505.8,70717,523,764,24514236,166,9074.58,425,244,0.00200131,290.597,0.001890297,212151,0.54,0.22,498.04,8300.67,3535850,2008.65,33477.46,0.06,1987.88,93493,85.08731373,0.67,227,5.11,3,60.8643,102,58094,3.65,0.0094682,1.58458,1.91082
79455.4,70876,535,4922,25296880,159,8813.6,3019,244,0.00159146,195.647,0.001898265,212628,0.06,0.22,477.06,7951.05,3543800,3958.56,65976.08,0.06,2018.62,96512,44.81608013,1.05,249,2.69,19,61.3836,-362,57732,3.68,0.0186176,1.59836,1.92515
101425,71056,481,1125,25499462,180,10226.75,799,244,0.00451309,143.052,0.001982687,248696,0.3,0.25,630.06,9000.89,3552800,1380.37,19719.54,0.07,2124.48,97311,53.7389093,0.89,190,3.76,4,61.308,218,57950,4.29,0.00555067,1.58258,1.92579
131541,71238,476,614,25611152,182,10208.23,323,244,0.0015417,42.717,0.00204731,249333,0.86,0.25,637.02,9100.3,3561900,1362.11,19458.78,0.07,2167.18,97634,46.81212834,0.3,245,3.28,2,61.4725,-7,57943,4.3,0.00546312,1.58249,1.92632
141029,71441,425,473,25707189,203,10199.08,297,244,0.00200753,32.6531,0.002154784,250043.5,0.95,0.25,710.52,10150.31,3572050,1080.91,15441.58,0.07,2292.4,97931,45.40190066,0.31,199,3.18,1,61.5924,52,57995,4.31,0.00432298,1.58111,1.92517
147228,71680,358,431,25810269,239,8736.28,363,244,0.000107316,25.0076,0.002270353,215040,0.65,0.22,717.02,11950.29,3584000,16213.83,270230.47,0.06,2431.69,98294,264.1747438,0.29,192,15.85,2,61.6443,145,58140,3.7,0.0753992,1.64853,1.99415
215722,71922,355,438,25916268,242,8729.92,397,244,0.000330593,23.1688,0.002375611,215766,0.58,0.22,726.01,12100.21,3596100,3811.31,63521.91,0.06,2594.3,98691,239.5118781,0.21,184,14.37,2,61.689,154,58294,3.7,0.0176642,1.65648,2.00511
179084,72149,379,836,26106114,227,8693.79,651,244,0,27.801,0.002481309,216447,0.33,0.21,681,11350,3607450,2541.59,42359.85,0.06,2760.01,99342,88.08052793,0,216,5.28,3,61.5921,276,58570,3.7,0.0117423,1.65771,2.01054
140548,72392,353,477,26221979,243,8684.53,436,244,0,29.7617,0.002626861,217176,0.52,0.21,729,12150,3619600,1905.09,31751.46,0.06,2850.5,99778,54.8516814,0,187,3.29,2,61.5599,228,58798,3.69,0.00877209,1.65644,2.01256
119048,72610,395,935,26425867,218,8643.47,519,352,0,39.3418,0.002859903,217830,0.43,0.21,654,10900,3630500,2455.68,40927.98,0.06,3078.78,100297,86.4990287,0,285,5.19,2,61.8421,-92,58706,3.71,0.0112734,1.65321,2.01779
102158,72757,588,873,26554130,147,8619.14,360,352,0.0114043,76.4334,0.002911999,218271,0.65,0.21,441.14,7352.31,3637850,1215.2,20253.25,0.06,3139.5,100657,45.04381268,2.31,227,2.7,2,61.9715,-4,58702,3.72,0.005568,1.65095,2.01929
91530,72912,555,521,26634829,155,8611.33,268,352,0,76.3868,0.002947705,218736,0.92,0.21,465,7750,3645600,1418.61,23643.55,0.06,3139.81,100925,81.70509785,0,207,4.9,2,62.0686,33,58735,3.72,0.0064855,1.65109,2.01996
80279.7,73111,435,528,26739947,199,8600.89,390,352,0,73.4573,0.00303102,219333,0.59,0.21,597,9950,3655550,612.89,10214.89,0.06,3253.63,101315,24.47916173,0,180,1.47,2,62.0331,194,58929,3.72,0.00279435,1.64709,2.01725
73073.1,73301,457,1565,27037365,190,9949.78,425,352,0.00558692,68.063,0.003086638,256553.5,0.63,0.25,665.3,9504.32,3665050,5412.34,77319.15,0.07,3404.66,101740,138.9296193,4.32,374,9.73,2,63.098,-844,58085,4.42,0.0210975,1.66336,2.03312
76485.2,73492,447,479,27128844,191,9942.07,342,352,0,67.7381,0.003170748,257222,0.81,0.25,668.5,9550,3674600,2370.71,33867.25,0.07,3538.3,102082,86.19568499,0,191,6.03,2,63.1375,115,58200,4.42,0.00921658,1.66234,2.03705
83838.5,73725,369,507,27246893,233,9930.38,417,352,0,75.5352,0.003332122,258037.5,0.64,0.25,815.5,11650,3686250,3892.74,55610.55,0.07,3810.46,102499,106.4044393,0,188,7.45,2,63.2312,98,58298,4.43,0.0150859,1.66923,2.0457
84532.5,73942,398,511,27357799,217,9919.23,437,352,0,67.9348,0.003329622,258797,0.61,0.25,759.5,10850,3697100,1385.41,19791.54,0.07,3846,102936,37.56309349,0,181,2.63,2,63.1141,280,58578,4.42,0.00535326,1.66542,2.04505
91669.1,74157,403,770,27523371,215,9888.23,462,352,0,70.9366,0.003499603,259549.5,0.57,0.25,752.5,10750,3707850,2106.66,30095.09,0.07,4354.49,103398,64.44196669,0,269,4.51,2,63.2944,3,58581,4.43,0.00811659,1.66785,2.04724
111112,74438,307,494,27662156,281,9875.9,437,352,0,77.0278,0.003814567,260533,0.61,0.25,983.5,14050,3721900,1144.62,16351.74,0.07,4932.81,103835,38.0883377,0,185,2.67,2,63.4703,59,58640,4.44,0.00439339,1.6653,2.0439
142815,74645,418,438,27752719,207,9871.05,337,512,0,79.2569,0.004069766,261257.5,0.82,0.25,724.5,10350,3732250,1494.47,21349.58,0.07,5173.17,104172,52.98310789,0,183,3.71,2,63.5168,120,58760,4.45,0.0057203,1.66352,2.04396
169425,74792,591,1030,27904164,147,9836.81,445,512,0.000999957,73.8207,0.004129304,261772,0.59,0.25,514.55,7350.67,3739600,4690.16,67002.22,0.07,4908.8,104617,138.332265,0.67,225,9.68,3,63.6744,-30,58730,4.46,0.0179171,1.67458,2.05786
204949,74921,660,683,27992214,129,9822.78,317,512,0,66.0775,0.004120896,262223.5,0.88,0.25,451.5,6450,3746050,3376.91,48241.54,0.07,4765.74,104934,125.7579872,0,194,8.8,2,63.6575,117,58847,4.46,0.012878,1.68156,2.06719
237870,75054,651,1970,28254181,133,9748.98,364,512,0.00422717,53.1122,0.004022044,262689,0.75,0.25,465.61,6651.56,3752700,2583.18,36902.54,0.07,4360.29,105298,122.6913063,1.56,780,8.59,3,64.6182,-772,58075,4.52,0.00983401,1.68717,2.07336
319388,75189,638,625,28338556,135,9737.43,325,512,0,38.8319,0.003970459,263161.5,0.86,0.25,472.5,6750,3759450,1419.67,20281.01,0.07,4132.11,105623,77.36383502,0,190,5.42,2,64.5754,143,58218,4.52,0.00539467,1.67916,2.07503
461995,75382,440,595,28453365,193,9723.04,423,512,0,41.9904,0.004134758,263837,0.63,0.25,675.5,9650,3769100,2078.59,29694.17,0.07,3952.34,106046,45.43934212,0,183,3.18,2,64.5737,151,58369,4.52,0.00787832,1.67078,2.0776
534390,75555,499,538,28546393,173,9713.59,341,512,0,37.7803,0.004061357,264442.5,0.81,0.25,605.5,8650,3777750,2727.3,38961.48,0.07,3606.2,106387,104.6636203,0,190,7.33,2,64.5571,149,58518,4.52,0.0103134,1.67153,2.08316
557632,75767,408,472,28646353,212,9706.86,365,512,0,34.5929,0.004079537,265184.5,0.75,0.25,742,10600,3788350,1401.27,20018.19,0.07,3529.42,106752,50.80663325,0,184,3.56,2,64.6167,110,58628,4.52,0.00528415,1.6705,2.08261
602134,75980,405,489,28750580,213,9698.86,370,512,0,39.9422,0.00431951,265930,0.74,0.25,745.5,10650,3799000,1258.33,17976.11,0.07,3663.03,107122,59.57138565,0,193,4.17,2,64.6792,108,58736,4.53,0.0047318,1.66855,2.0815
462516,76195,400,838,28930800,215,9665.72,381,512,0.00378001,46.0918,0.004632202,266682.5,0.71,0.25,752.56,10750.8,3809750,1481.42,21163.16,0.07,3766.1,107503,45.55517669,0.8,270,3.19,2,65.1796,-286,58450,4.56,0.00555521,1.66497,2.08119
406206,76411,396,416,29020746,216,9663.07,365,512,0,48.0734,0.004933986,267438.5,0.75,0.25,756,10800,3820550,1106,15799.93,0.07,4050.44,107868,37.94582099,0,173,2.66,2,65.146,196,58646,4.56,0.00413551,1.66058,2.07944
424897,76621,410,563,29138963,210,9650.32,368,623,0,61.3461,0.005372217,268173.5,0.74,0.25,735,10500,3831050,994.76,14210.89,0.07,4271.79,108236,37.06118889,0,216,2.59,2,65.2927,29,58675,4.57,0.0037094,1.65207,2.07684
319654,76792,507,470,29219343,171,9645.25,292,623,0,55.0753,0.005427019,268772,0.97,0.25,598.5,8550,3839600,2003.77,28625.32,0.07,4124.03,108528,119.7562037,0,195,8.38,2,65.3249,102,58777,4.57,0.00745529,1.64423,2.07967
251201,76962,506,610,29323035,170,8256.36,340,623,6.64E-09,45.4979,0.005550116,230886,0.7,0.21,510,8500.000001,3848100,994.56,16576.06999,0.06,4219.6,108868,48.96124606,0.0000011,223,2.94,2,65.3805,80,58857,3.92,0.0043076,1.6435,2.07938
197330,77124,532,438,29394070,162,8253.74,273,623,0.00261452,35.0451,0.005496017,231372,0.9,0.21,486.01,8100.24,3856200,550.76,9179.25,0.06,4140.46,109141,32.61190329,0.24,178,1.96,2,65.3582,144,59001,3.92,0.00238045,1.64037,2.07739
163550,77273,578,701,29498472,149,9613.82,324,623,0.00261762,30.3069,0.005380767,270455.5,0.86,0.25,521.52,7450.35,3863650,935.94,13370.55,0.07,4103.36,109465,43.36785463,0.35,221,3.04,2,65.439,41,59042,4.58,0.00346069,1.63917,2.07684
155144,77457,469,939,29671252,184,8211.94,438,623,0.000543217,31.3572,0.005413093,232371,0.52,0.21,552.01,9200.22,3872850,2429.96,40499.28,0.06,4170.55,109903,65.30990807,0.2200003,261,3.92,2,65.801,-185,58857,3.95,0.0104573,1.64377,2.08228
147143,77614,539,916,29815065,157,8188.9,392,623,0.00020772,32.329,0.005322329,232842,0.59,0.21,471,7850.06,3880700,1733.1,28885.03,0.06,4034.09,110295,74.01519635,0.0600002,256,4.44,2,65.9602,-23,58834,3.96,0.00744327,1.64533,2.08551
132216,77770,549,574,29904664,156,8180.77,302,623,0,28.0311,0.005083422,233310,0.8,0.21,468,7800,3888500,2052.77,34212.84,0.06,3972.29,110597,91.8789301,0,205,5.51,2,66.0321,54,58888,3.96,0.00879847,1.64256,2.09013
134139,77934,522,507,29987840,164,8175.29,319,623,0,22.1946,0.005052452,233802,0.75,0.21,492,8200,3896700,1791.23,29853.84,0.06,4106.12,110916,108.4691172,0,185,6.51,2,65.9943,158,59046,3.96,0.00766131,1.64509,2.09321
136203,78115,476,421,30064090,181,8173.49,277,623,0,25.6013,0.005101119,234345,0.89,0.21,543,9050,3905750,2027.99,33799.91,0.06,4150.91,111193,101.0284604,0,185,6.06,2,66.0212,113,59159,3.96,0.00865388,1.64775,2.09701
144226,78280,521,534,30152202,165,8166.82,308,623,7.50E-06,25.367,0.005114391,234840,0.78,0.21,495,8250.01,3914000,8001.9,133365.05,0.06,4098.61,111501,707.2322513,0.01,198,42.43,2,66.0591,91,59250,3.96,0.0340739,1.67141,2.12667
147720,78438,537,511,30232940,158,8161.45,283,623,1.32E-10,19.3239,0.005154209,235314,0.86,0.21,474,7900,3921900,4540.42,75673.66,0.06,4029,111784,181.6837885,1.00E-07,190,10.9,2,66.1176,67,59317,3.97,0.0192952,1.68268,2.14168
147378,78598,510,470,30308188,160,8157.79,280,623,0,8.97686,0.005048028,235794,0.88,0.21,480,8000,3929900,1109.63,18493.76,0.06,3863.44,112064,50.77709826,0,174,3.05,2,66.1354,105,59422,3.97,0.00470591,1.66785,2.14186
155363,78763,523,558,30400184,165,8150.18,339,713,1.14E-09,5.16607,0.005188879,236289,0.7,0.21,495,8250,3938150,1049.01,17483.44,0.06,3943.37,112403,52.74003794,2.00E-07,192,3.16,2,66.1118,146,59568,3.97,0.00443951,1.66073,2.14181
153208,78898,638,754,30501978,135,8136.9,339,713,0.000320931,-3.53605,0.005182253,236694,0.7,0.21,405.01,6750.11,3944900,2056.51,34275.24,0.06,3781.2,112742,103.2213271,0.1100001,217,6.19,3,66.1164,98,59666,3.97,0.00868852,1.66395,2.14684
157264,79075,487,538,30597238,177,8129.77,348,713,7.08E-10,-1.36585,0.005352894,237225,0.68,0.21,531,8850,3953750,847.72,14128.7,0.06,3945.58,113090,38.92308089,1.00E-07,180,2.34,2,66.0952,153,59819,3.97,0.00357349,1.66022,2.14561
159877,79235,543,496,30676625,160,8125.14,301,713,0,-3.38496,0.005362247,237705,0.8,0.21,480,8000,3961750,604.27,10071.14,0.06,3865.81,113391,29.37777926,0,178,1.76,2,66.0611,152,59971,3.96,0.00254209,1.65575,2.14381
162425,79412,488,696,30799814,177,8110.72,376,713,0.000812478,0.590366,0.005528464,238236,0.62,0.21,531.01,8850.15,3970600,1107.71,18461.88,0.06,3974.19,113767,67.32432389,0.15,236,4.04,2,66.2175,-8,59963,3.97,0.00464968,1.64591,2.14369
168739,79583,508,779,30933070,171,8093.17,438,713,8.52E-11,5.84494,0.00569527,238749,0.52,0.21,513,8550,3979150,7038.72,117311.93,0.06,4009.37,114205,275.2538377,1.00E-07,205,16.52,3,66.2673,84,60047,3.98,0.0294817,1.66281,2.16856
188132,79786,422,610,31056839,203,8081.47,430,713,3.15E-05,11.1242,0.006015255,239358,0.53,0.21,609,10150.0096,3989300,1827.76,30462.7148,0.06,4340.83,114635,66.93960636,0.00960352,201,4.02,2,66.2895,133,60180,3.98,0.00763611,1.65905,2.17068
181502,79955,511,772,31187317,169,8064.71,430,713,0,13.3998,0.006035508,239865,0.53,0.21,507,8450,3997750,2395.8,39929.9404,0.06,4412.08,115065,97.84691477,0,223,5.87,3,66.2911,126,60306,3.98,0.0099881,1.66009,2.17608
187485,80174,395,536,31304642,219,8056.49,430,713,0,27.0961,0.00646083,240522,0.53,0.21,657,10950,4008700,2055.87,34264.47,0.06,4809.81,115495,73.08609627,0,190,4.39,2,66.3352,125,60431,3.98,0.00854753,1.66122,2.17868
187781,80382,415,729,31456179,208,8038.48,363,713,0,30.9818,0.006617793,241146,0.65,0.21,624,10400,4019100,4526.01,75433.43,0.06,4860.83,115858,107.3800875,0,233,6.44,2,66.8958,-351,60080,4.01,0.0187687,1.66114,2.19056
196864,80619,362,461,31565413,237,8034.28,402,713,0.000412259,37.3752,0.007007671,241857,0.57,0.21,711.01,11850.18,4030950,2619.7,43661.69,0.06,5092,116260,120.4508453,0.18,189,7.23,2,66.9248,151,60231,4.02,0.0108317,1.6604,2.19495
208720,80828,414,511,31672149,209,8027.96,358,918,0,46.1359,0.00747396,242484,0.66,0.21,627,10450,4041400,3090.57,51509.5296,0.06,5472.37,116618,119.6598842,0,204,7.18,2,67.036,56,60287,4.02,0.0127455,1.65941,2.20202
223724,81031,426,710,31816257,203,8011.67,478,918,0,53.8842,0.007931515,243093,0.47,0.21,609,10150,4051550,2482.03,41367.13,0.06,5966.4,117096,96.13798187,0,218,5.77,2,67.0831,109,60396,4.02,0.0102102,1.65748,2.20671
235325,81203,503,1544,32081802,172,7962.23,803,918,3.58E-10,58.972,0.008024949,243609,0.26,0.21,516,8600,4060150,1675.04,27917.26,0.06,5793,117899,31.70389637,1.00E-07,240,1.9,5,67.1665,53,60449,4.03,0.00687592,1.65134,2.20882
263250,81377,493,1276,32303785,174,7924.46,694,918,0,60.0264,0.008303575,244131,0.3,0.21,522,8700,4068850,2673.8,44563.25,0.06,5774.28,118593,105.3500304,0,271,6.32,4,67.1638,132,60581,4.03,0.0109523,1.65084,2.21455
268596,81611,370,804,32491990,234,7901.21,633,918,0,68.2701,0.008720183,244833,0.34,0.21,702,11700,4080550,7634.38,127239.64,0.06,5977.41,119226,297.4591449,0,225,17.85,3,67.2537,93,60674,4.04,0.031182,1.67259,2.23939
274143,81839,377,609,32630867,228,7889.56,496,918,0,70.9986,0.009153372,245517,0.45,0.21,684,11400,4091950,1116.18,18603.01,0.06,6134,119722,46.62914334,0,213,2.8,2,67.2664,158,60832,4.04,0.00454625,1.65805,2.23769
264010,82046,416,797,32795789,207,7869.74,539,918,0,73.4874,0.009302822,246138,0.41,0.21,621,10350,4102300,1790.98,29849.72,0.06,6163.98,120261,64.07267451,0,207,3.84,3,67.3347,92,60924,4.04,0.00727634,1.65791,2.23901
258576,82251,419,589,32916631,205,7860.44,411,918,0,67.7997,0.009276746,246753,0.56,0.21,615,10250,4112550,1344.31,22405.09,0.06,6066.8,120672,77.00445819,0,203,4.62,2,67.3592,130,61054,4.04,0.00544798,1.64734,2.23868
255213,82480,370,932,33130082,229,7831.54,579,918,5.77E-05,65.8612,0.009446244,247440,0.38,0.21,687,11450.02,4124000,2079.93,34665.56,0.06,6018.03,121251,111.0491337,0.02,306,6.66,3,67.7844,-214,60840,4.07,0.00840581,1.64198,2.24087
248515,82692,409,1228,33390446,212,7790.45,496,1319,0.00179103,71.4095,0.010310719,248076,0.45,0.21,636.09,10601.44,4134600,4823.95,80399.23503,0.06,6493.32,121747,130.6189409,1.44,322,7.84,2,68.9249,-853,59987,4.14,0.0194458,1.64426,2.25457
238209,82856,527,2202,33751547,164,7722.38,976,1319,0,77.4921,0.010712549,248568,0.21,0.21,492,8200,4142800,5670.47,94507.79,0.06,6510.71,122723,108.5516528,0,333,6.51,6,68.9754,75,60062,4.14,0.0228125,1.65715,2.2724
240395,83002,584,754,33861670,146,7710.83,361,1319,0,63.3633,0.010554626,249006,0.65,0.21,438,7300,4150100,4167.81,69463.51,0.06,6322.35,123084,173.179923,0,221,10.39,2,68.9855,97,60159,4.14,0.0167378,1.64423,2.28514
246992,83156,560,1120,34034105,154,7686,599,1319,0.00187849,58.8257,0.010510754,249468,0.36,0.21,462.03,7700.56,4157800,1788.64,29810.68812,0.06,6028.96,123683,39.79227924,0.56,221,2.39,4,68.7512,317,60476,4.13,0.00716996,1.6409,2.28808
255188,83256,859,1847,34218810,100,7653.71,504,1319,2.00E-06,44.0989,0.010097974,249768,0.44,0.21,300,5000.007768,4162800,23354.59,389243.21,0.06,5844.38,124187,1446.736726,0.00776813,339,86.8,5,68.8624,-25,60451,4.13,0.0935051,1.728,2.37872
266570,83378,705,881,34326254,122,7640.93,357,1319,1.54E-05,32.5175,0.009904303,250134,0.66,0.21,366,6100.007766,4168900,3024.96,50415.96,0.06,5607.96,124544,148.2906782,0.00776625,220,8.9,3,68.8335,114,60565,4.13,0.0120934,1.72485,2.38733
281090,83531,567,931,34468662,153,7623.32,411,1319,1.77E-10,24.1193,0.009844544,250593,0.56,0.21,459,7650.000001,4176550,33561.47,559357.87,0.06,5383.88,124955,786.7162683,9.90E-07,257,47.2,3,68.97,-9,60556,4.14,0.133928,1.85094,2.51689
284015,83657,674,984,34592595,126,7607.47,370,1319,0,12.6362,0.009038996,250971,0.63,0.21,378,6300,4182850,11452.91,190881.83,0.06,4878.82,125325,365.2164936,0,241,21.91,3,69.0125,54,60610,4.14,0.0456344,1.88146,2.55873
302989,83828,508,702,34712671,171,7596.65,402,1319,9.01E-10,9.64631,0.009104564,251484,0.57,0.21,513,8550.000001,4191400,7255.6,120926.72,0.06,4991.61,125727,339.041992,0.00000109,215,20.34,2,69.0272,111,60721,4.14,0.0288512,1.90307,2.58215
316332,83988,539,674,34820463,160,8852.19,344,1319,0,5.91177,0.009235699,293958,0.8,0.24,560,8000,4199400,8927.67,127538.09,0.07,4755.82,126071,368.0647201,0,229,25.76,2,69.1089,44,60765,4.84,0.0303706,1.92706,2.6076
311033,84142,548,864,34953444,154,11358.87,361,1319,0,0.899421,0.009235699,378639,0.97,0.31,693,7700,4207100,13788.35,153203.92,0.09,4628.01,126432,340.2854994,0,246,30.63,2,69.3406,-92,60673,6.24,0.0364156,1.95507,2.63924
315011,84300,544,905,35096459,158,11333.83,403,1319,0,5.11838,0.009778976,379350,0.86,0.31,711,7900,4215000,16708.11,185645.62,0.09,4706.58,126835,675.1310466,0,270,60.76,3,69.4971,-23,60650,6.25,0.044044,1.97956,2.67834
316690,84478,486,634,35209266,178,12579.3,364,1319,0,11.0682,0.010303519,422390,1.07,0.34,890,8900,4223900,12062.14,120621.41,0.1,3433.27,127199,342.9089505,0,222,34.29,2,69.5212,107,60757,6.95,0.0285569,1.39254,2.70125
316346,84637,543,661,35314390,159,12565.46,343,1319,1.50E-09,9.67026,0.01035972,423185,1.15,0.34,795,7950.000001,4231850,7254.68,72546.8,0.1,2040.66,127542,285.619591,0.00000109,214,28.56,2,69.5662,75,60832,6.96,0.017143,1.33519,2.71332
316997,84792,554,694,35421935,155,11295.23,350,1378,0,3.73962,0.010696301,381564,1.01,0.31,697.5,7750,4239600,5246.09,58289.9,0.09,1565.9,127892,153.3830992,0,213,13.8,2,69.5906,90,60922,6.26,0.0137489,1.27143,2.72092
314608,84968,489,885,35577629,176,13773.39,363,1378,0.000299263,0.973883,0.010816877,467324,1.18,0.38,968.04,8800.35,4248400,12864.9,116953.62,0.11,1226.01,128255,276.9996181,0.35,270,30.47,2,70.0143,-243,60679,7.7,0.0275289,1.27606,2.74281
328692,85173,421,550,35690349,205,12511.84,364,1378,0,7.29206,0.011324276,425865,1.07,0.34,1025,10250,4258650,17493.01,174930.05,0.1,689.41,128619,371.5804373,0,215,37.16,2,70.0782,91,60770,7.01,0.0410764,1.2996,2.77729
350848,85350,481,533,35784628,177,13755.29,329,1378,0,10.4952,0.011613874,469425,1.33,0.38,973.5,8850,4267500,16116.81,146516.49,0.11,614.975,128948,546.2332473,0,200,60.09,2,70.0762,128,60898,7.71,0.0343331,1.3213,2.80586
399573,85608,333,571,35931908,258,12491.2,443,1378,0,25.3584,0.012658656,428040,0.85,0.34,1290,12900,4280400,19936.69,199366.9,0.1,596.997,129391,361.4661251,0,211,36.15,2,70.3169,-25,60873,7.03,0.0465767,1.35936,2.84171
430353,85878,320,488,36063637,270,12484.82,456,1378,0,37.6526,0.013633531,429390,0.82,0.34,1350,13500,4293900,10731.88,107318.76,0.1,606.861,129847,192.1481355,0,192,19.21,2,70.3503,163,61036,7.04,0.0249933,1.36971,2.85777
410544,86127,347,732,36245830,249,12458.08,577,1378,9.20E-06,48.1112,0.014580874,430635,0.63,0.34,1245,12450.02,4306350,21749.31,217493.12,0.1,650.995,130424,390.8660687,0.02,229,39.09,2,70.4009,133,61169,7.04,0.0505052,1.40896,2.89994
407409,86383,335,1167,36544523,256,12392.98,927,1378,0,72.2453,0.015569242,431915,0.36,0.34,1280,12800,4319150,26669.75,266697.5,0.1,669.09,131351,354.921338,0,245,35.49,4,70.309,262,61431,7.03,0.0617477,1.46026,2.95309
421332,86647,326,895,36780882,264,12350.98,739,1378,0,80.4633,0.016430395,433235,0.47,0.34,1320,13200,4332350,20423.95,204239.46,0.1,700.531,132090,309.9248292,0,244,30.99,3,70.3075,189,61620,7.03,0.0471429,1.49401,2.99007
427873,86833,451,949,36957421,186,13550.2,536,2149,4.15E-06,86.9145,0.017262857,477581.5,0.75,0.37,1023,9300.007766,4341650,20600.94,187281.3,0.11,945.929,132626,539.5899878,0.00776615,245,59.35,3,70.3911,59,61679,7.74,0.043136,1.52907,3.02659
421663,86987,554,1248,37149551,154,13504.03,593,2149,0,93.6071,0.017880969,478428.5,0.67,0.37,847,7700,4349350,13744.29,124948.13,0.11,969.974,133219,262.7793543,0,247,28.91,4,70.3847,115,61794,7.74,0.028728,1.54511,3.04721
421574,87162,493,901,37307156,175,13474.03,516,2149,0.0001192,84.3435,0.018026911,479391,0.79,0.37,962.51,8750.05,4358100,4614.07,41946.13,0.11,931.633,133735,100.6063151,0.05,224,11.07,3,70.3419,162,61956,7.74,0.00962488,1.54088,3.05072
431516,87367,423,785,37467992,205,14670.27,549,2149,0,79.679,0.018513255,524202,0.8,0.4,1230,10250,4368350,12462.54,103854.53,0.12,908.02,134284,141.6835134,0,201,17,3,70.3064,177,62133,8.44,0.0237743,1.54112,3.06453
479489,87570,427,666,37603101,203,17093.45,412,2149,0,85.0878,0.019174579,612990,1.3,0.47,1421,10150,4378500,21103.77,150741.22,0.14,914.369,134696,430.8633073,0,237,60.32,2,70.3848,75,62208,9.85,0.0344276,1.56433,3.09186
538477,87811,358,665,37763413,241,19505.97,521,2149,0,90.2277,0.020347322,702488,1.13,0.53,1928,12050,4390550,28978.06,181112.89,0.16,971.891,135217,365.529113,0,217,58.48,2,70.3467,205,62413,11.26,0.0412506,1.58626,3.12462
571169,88024,399,871,37949025,213,23105.96,566,2149,0,94.2748,0.02101447,836228,1.22,0.63,2023.5,10650,4401200,38477.84,202514.97,0.19,959.898,135783,384.685681,0,236,73.09,3,70.4192,87,62500,13.38,0.0460136,1.62396,3.16012
639160,88243,393,746,38112297,219,21850.31,495,2149,0,90.0173,0.021518084,794187,1.35,0.6,1971,10950,4412150,33786.94,187705.23,0.18,951.042,136278,365.7969301,0,235,65.84,2,70.5515,38,62538,12.7,0.0425428,1.65806,3.19482
